compound_name	class:subclass	as_classes	smiles	inchi_key	cf_kingdom	cf_superclass	cf_class	cf_subclass	cf_direct_parent	npc_class	npc_superclass	npc_pathway	npc_isglycoside
BGC0000948_α-galactosylceramide	Other:		CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)[C@@H]([C@@H](CCCCCCCCCCCCCC)O)O	VQFKFAKEUMHBLV-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Sphingolipids	Glycosphingolipids	Glycosphingolipids	Neutral glycosphingolipids	Spingolipids	Fatty acids	1
BGC0000949_A-500359 A	NRP:	blactam,NRPS	O[C@@H]1[C@H](OC)[C@@]([H])([C@H](C(N)=O)O[C@H]2OC(C(N[C@@H]3C(N[C@H](C)CCC3)=O)=O)=C[C@H](O)[C@@H]2O)O[C@H]1N(C=C4)C(NC4=O)=O	RVEJXOKUHHMFKS-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	N-acyl-alpha amino acids and derivatives	Pyrimidine nucleos(t)ides	Nucleosides	Carbohydrates	1
BGC0000949_A-500359 B	NRP:	blactam,NRPS	O[C@@H]1[C@H](OC)[C@@]([H])([C@H](C(N)=O)O[C@H]2OC(C(N[C@@H]3C(NCCCC3)=O)=O)=C[C@H](O)[C@@H]2O)O[C@H]1N(C=C4)C(NC4=O)=O	BISOEENGZHMDEO-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	N-acyl-alpha amino acids and derivatives	Pyrimidine nucleos(t)ides	Nucleosides	Carbohydrates	1
BGC0000950_mureidomycin A	NRP:Uridylpeptide,Other:Nucleoside	NRPS	CC([C@H](C(=O)N/C=C/1\CC(C(O1)N2CCC(=O)NC2=O)O)NC(=O)[C@H](CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)[C@H](CC4=CC(=CC=C4)O)N	DXBJHRPKFQGVGZ-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Dipeptides	Linear peptides	Oligopeptides	Amino acids and Peptides	1
BGC0000950_mureidomycin B	NRP:Uridylpeptide,Other:Nucleoside	NRPS	CC([C@H](C(=O)N/C=C/1\CC(C(O1)N2CCC(=O)NC2=O)O)NC(=O)[C@H](CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)[C@H](CC4=CC(=CC=C4)O)N	DXBJHRPKFQGVGZ-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Dipeptides	Linear peptides	Oligopeptides	Amino acids and Peptides	1
BGC0000950_napsamycin A	NRP:Uridylpeptide,Other:Nucleoside	NRPS	CSCCC(C(NC(C(N/C=C1CC(C(N2C=CC(NC2=O)=O)O/1)O)=O)C(N(C(C3CC4=CC(O)=CC=C4CN3)=O)C)C)=O)NC(NC(C(O)=O)CC5=CC=CC(O)=C5)=O	XWORGFMCZJWEQG-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Dipeptides	Linear peptides	Oligopeptides	Amino acids and Peptides	0
BGC0000950_napsamycin B	NRP:Uridylpeptide,Other:Nucleoside	NRPS	CSCCC(C(NC(C(N/C=C1CC(C(N2C=CC(NC2=O)=O)O/1)O)=O)C(N(C(C3CC4=CC(O)=CC=C4C(N3)C)=O)C)C)=O)NC(NC(C(O)=O)CC5=CC=CC(O)=C5)=O	UTIFRWPUJPPZEZ-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Linear peptides	Oligopeptides	Amino acids and Peptides	0
BGC0000950_napsamycin C	NRP:Uridylpeptide,Other:Nucleoside	NRPS	CSCCC(NC(=O)NC(CC1=CC=CC(O)=C1)C(O)=O)C(=O)NC(C(C)N(C)C(=O)C1CC2=CC(O)=CC=C2CN1)C(=O)N\C=C1\CC(O)C(O1)N1CCC(=O)NC1=O	MFEPAAMYDYMBSN-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Dipeptides	Linear peptides	Oligopeptides	Amino acids and Peptides	1
BGC0000950_napsamycin D	NRP:Uridylpeptide,Other:Nucleoside	NRPS	CSCCC(NC(=O)NC(CC1=CC=CC(O)=C1)C(O)=O)C(=O)NC(C(C)N(C)C(=O)C1CC2=CC(O)=CC=C2C(C)N1)C(=O)N\C=C1\CC(O)C(O1)N1CCC(=O)NC1=O	AZGANZVUWUCOGH-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Dipeptides	Linear peptides	Oligopeptides	Amino acids and Peptides	1
BGC0000951_pacidamycin 1	NRP:	NRPS	O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)NC([C@@H](N)C)=O)=O)C)=O	PCVKUJRMSUSDPH-UHFFFAOYSA-N						Linear peptides	Oligopeptides	Amino acids and Peptides	0
BGC0000951_pacidamycin 2	NRP:	NRPS	C[C@H](N)C(=O)N[C@@H](CC1=CC=CC(O)=C1)C(=O)N(C)[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)C(=O)N\C=C1\C[C@@H](O)[C@@H](O1)N1C=CC(=O)NC1=O	KYZRUJUDPCUPII-UHFFFAOYSA-N						Linear peptides	Oligopeptides	Amino acids and Peptides	0
BGC0000951_pacidamycin 3	NRP:	NRPS	C[C@H](N)C(=O)N[C@@H](CC1=CC=CC(O)=C1)C(=O)N(C)[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)N[C@@H](CC1=CC=CC(O)=C1)C(O)=O)C(=O)N\C=C1\C[C@@H](O)[C@@H](O1)N1C=CC(=O)NC1=O	NMVHSWKLTKXTCN-UHFFFAOYSA-N						Linear peptides	Oligopeptides	Amino acids and Peptides	0
BGC0000951_pacidamycin 4	NRP:	NRPS	O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)N)=O)C)=O	FMKAVCDWVHHMCG-UHFFFAOYSA-N						Linear peptides	Oligopeptides	Amino acids and Peptides	0
BGC0000951_pacidamycin 5	NRP:	NRPS	O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CC=CC=C3)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC4=CC=CC(O)=C4)N)=O)C)=O	HLICYXJNAMINIS-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Dipeptides	Linear peptides	Oligopeptides	Amino acids and Peptides	0
BGC0000951_pacidamycin 6	NRP:	NRPS	O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)NC(CN)=O)=O)C)=O	SCRSEAIGJNBLQH-UHFFFAOYSA-N						Linear peptides	Oligopeptides	Amino acids and Peptides	0
BGC0000951_pacidamycin 7	NRP:	NRPS	O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CC=CC=C3)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC4=CC=CC(O)=C4)NC(CN)=O)=O)C)=O	CGWBWZILRDSQJL-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Dipeptides	Linear peptides	Oligopeptides	Amino acids and Peptides	0
BGC0000951_pacidamycin D	NRP:	NRPS	CC(N)C(=O)N(C)C(C)C(NC(=O)C(C)NC(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O)C(=O)N\C=C1\CC(O)C(O1)N1C=CC(=O)NC1=O	PBFVZISIBPPZNE-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Dipeptides	Linear peptides	Oligopeptides	Amino acids and Peptides	0
BGC0000953_amicetin	Saccharide:aminoglycoside	NRPS-like	C[C@H]1O[C@H](CC[C@@H]1O[C@H]1O[C@H](C)[C@H]([C@H](O)[C@H]1O)N(C)C)N1C=CC(NC(=O)C2=CC=C(NC(=O)[C@@](C)(N)CO)C=C2)=NC1=O	HDNVYHWHCVTDIV-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminoglycosides	Pyrimidine nucleos(t)ides	Nucleosides	Carbohydrates	1
BGC0000954_ajudazol A	NRP:,Polyketide:Other	T1PKS,NRPS	CO\C(C)=C\C(=O)N(C)C\C=C\CC\C=C/C=C\CC(=C)C1=NC(C[C@H](C)[C@@H]2OC(=O)C3=C(O)C(C)=CC=C3[C@H]2O)=CO1	CIWQMSHQAVWNOO-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Benzopyrans	2-benzopyrans	2-benzopyrans				0
BGC0000955_althiomycin	NRP:,Polyketide:Other	NRPS,T1PKS	COC1=CC(=O)N(C1)C(=O)C2CSC(=N2)C(CO)NC(=O)C3=CSC(=CN=O)N3	NZGOIHZOTAJJCD-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Alpha amino acids and derivatives			Alkaloids	0
BGC0000956_andrimid	NRP:Beta-lactam,Polyketide:Ansamycin	NRPS,arylpolyene	C\C=C\C=C\C=C\C(=O)N[C@@H](CC(=O)N[C@@H](C(C)C)C(=O)[C@H]1[C@H](C)C(=O)NC1=O)C1=CC=CC=C1	OHDXGZAYYBMHCY-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Beta amino acids and derivatives		Peptide alkaloids	Amino acids and Peptides	0
BGC0000957_mycotrienin I	NRP:,Polyketide:	NRPS-like,T1PKS	COC1CC(=O)NC2=CC(=O)C=C(CC\C=C(C)/C(O)C(C)C(C\C=C\C=C\C=C\1)OC(=O)C(C)NC(=O)C1CCCCC1)C2=O	WWUVMHRJRCRFSL-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolactams		Macrolactams	Ansa macrolides	Macrolides	Polyketides	0
BGC0000958_antimycin	NRP:Cyclic depsipeptide,Polyketide:Other	NRPS,T1PKS	CCCCCC[C@@H]1[C@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C	UIFFUZWRFRDZJC-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	N-acyl-alpha amino acids and derivatives	Antimycins	Macrolides	Amino acids and Peptides; Polyketides	0
BGC0000959_aspyridone A	NRP:,Polyketide:Other	NRPS,T1PKS	CC[C@H](C)C[C@H](C)C(=O)C1=C(C(=CNC1=O)C2=CC=C(C=C2)O)O	LIBKJCZUBOETPB-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyridines and derivatives	Phenylpyridines	Phenylpyridines	Pyridine alkaloids	Nicotinic acid alkaloids	Alkaloids	0
BGC0000960_azinomycin B	NRP:,Polyketide:	NRPS,T1PKS	[H][C@@]12CN1\C([C@@H](OC(C)=O)[C@@H]2O)=C(\NC(=O)[C@@H](OC(=O)C1=C2C=CC=C(C)C2=CC(OC)=C1)[C@]1(C)CO1)C(=O)N\C(=C\O)C(C)=O	QIKVYJOCQXXRSJ-UHFFFAOYSA-N	Organic compounds	Benzenoids	Naphthalenes	Naphthalenecarboxylic acids and derivatives	Naphthalenecarboxylic acids and derivatives				0
BGC0000961_bactobolin	NRP:,Polyketide:	NRPS,T1PKS,hserlactone	[H][C@@](C)(N)C(=O)N[C@@H]1[C@]2([H])[C@@H](O)[C@H](O)CC(O)=C2C(=O)O[C@]1(C)C(Cl)Cl	RBCHRRIVFAIGFI-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Alpha amino acid amides	Isocoumarins	Coumarins	Shikimates and Phenylpropanoids	0
BGC0000962_barbamide	NRP:,Polyketide:Other	NRPS,T1PKS	CO\C(CC(C)C(Cl)(Cl)Cl)=C\C(=O)N(C)C(CC1=CC=CC=C1)C1=NC=CS1	UGNRFJOMRFTXSQ-UHFFFAOYSA-N	Organic compounds	Benzenoids	Benzene and substituted derivatives	Phenethylamines	Amphetamines and derivatives	Thiazole alkaloids	Serine alkaloids	Alkaloids	0
BGC0000963_bleomycin	NRP:Glycopeptide,Polyketide:Other,Saccharide:hybrid/tailoring	NRPS,T1PKS	CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O	OYVAGSVQBOHSSS-UHFFFAOYSA-O	Organic compounds	Organic acids and derivatives	Peptidomimetics	Hybrid peptides	Hybrid glycopeptides	Bleomycins; Linear peptides	Oligopeptides	Amino acids and Peptides	1
BGC0000964_burkholdac A	NRP:Cyclic depsipeptide,Polyketide:Ansamycin	NRPS	O=C(NC(C(C)C)C(O)CC1=O)C(CSSCC/C=C/C2O1)NC(C(NC(C2)=O)CCSC)=O	ZRJPMGCEOCZSQC-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Cyclic depsipeptides	Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0000965_C-1027	Polyketide:Enediyine	other,NRPS,T1PKS	COC1=CC2=C(NC(=O)C(=C)O2)C(=C1)C(=O)OC1COC(=O)CC(N)C2=CC(O)=C(OC3C#CC=C1C#CC1=CC=C[C@]31O[C@@H]1OC(C)(C)[C@H](C(O)C1O)N(C)C)C(Cl)=C2	DGGZCXUXASNDAC-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminoglycosides	Enediynes	Macrolides	Polyketides	1
BGC0000966_caerulomycin A	NRP:,Polyketide:	NRPS,T1PKS	COC1=CC(\C=N\O)=NC(=C1)C1=NC=CC=C1	JCTRJRHLGOKMCF-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyridines and derivatives	Bipyridines and oligopyridines	Bipyridines and oligopyridines	Pyridine alkaloids	Nicotinic acid alkaloids	Alkaloids	0
BGC0000967_calyculin A	NRP:,Polyketide:Other	transAT-PKS,PKS-like,transAT-PKS-like,NRPS	C[C@H]1[C@@H](C[C@@]2(C([C@H]([C@H](O2)[C@H](C[C@@H]([C@H](C)[C@@H]([C@H](C)/C=C(\C)/C(=C/C=C/C(=C\C#N)/C)/C)O)O)OC)OP(=O)(O)O)(C)C)O[C@H]1C/C=C/C3=COC(=N3)[C@@H](C)CCNC(=O)[C@H]([C@H]([C@H](COC)N(C)C)O)O)O	FKAWLXNLHHIHLA-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Monoterpenoids	Aromatic monoterpenoids	Open-chain polyketides	Linear polyketides	Polyketides	0
BGC0000967_calyculinamide A	NRP:,Polyketide:Other	transAT-PKS,PKS-like,transAT-PKS-like,NRPS	C[C@H]1[C@@H](C[C@@]2(C([C@H]([C@H](O2)[C@H](C[C@@H]([C@H](C)[C@@H]([C@H](C)/C=C(\C)/C(=C/C=C/C(=C/C(=O)N)/C)/C)O)O)OC)OP(=O)(O)O)(C)C)O[C@H]1C/C=C/C3=COC(=N3)[C@@H](C)CCNC(=O)[C@H]([C@H]([C@H](COC)N(C)C)O)O)O	GTJWBKWRZBNEEQ-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Monoterpenoids	Aromatic monoterpenoids	Open-chain polyketides	Linear polyketides	Polyketides	0
BGC0000967_dephosphonocalyculin A	NRP:,Polyketide:Other	transAT-PKS,PKS-like,transAT-PKS-like,NRPS	COC[C@H](N(C)C)[C@H](O)[C@H](O)C(NCC[C@H](C)C1=NC(/C=C/C[C@H]2[C@@H](C)[C@H](O)CC3(C(C)(C)[C@@H](O)[C@@H]([C@@H](OC)C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\[N+]#[C-])O3)O2)=CO1)=O	DOHKICUKNIQGNS-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Monoterpenoids	Aromatic monoterpenoids	Open-chain polyketides	Linear polyketides	Polyketides	0
BGC0000967_phosphocalyculin A	NRP:,Polyketide:Other	transAT-PKS,PKS-like,transAT-PKS-like,NRPS	COC[C@H](N(C)C)[C@H](O)[C@H](O)C(NCC[C@H](C)C1=NC(/C=C/C[C@H]2[C@@H](C)[C@H](O)CC3(C(C)(C)[C@@H](OP(O)(OP(O)(O)=O)=O)[C@@H]([C@@H](OC)C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\[N+]#[C-])O3)O2)=CO1)=O	VURQSRZHWNCHNU-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Monoterpenoids	Aromatic monoterpenoids	Open-chain polyketides	Linear polyketides	Polyketides	0
BGC0000968_chaetoglobosins	NRP:,Polyketide:Other	T1PKS,NRPS	CC[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C/C[C@@H](/C=C(\[C@H](C(=O)/C=C/C3=O)O)/C)C)[C@H]4[C@@]1(O4)C)[C@@H](C)C5=CNC6=CC=CC=C65	RSYKJHLWNMXRKZ-UHFFFAOYSA-N	Organic compounds	Alkaloids and derivatives	Cytochalasans	Chaetoglobosins	Chaetoglobosins	Cytochalasan alkaloids	Pseudoalkaloids	Alkaloids	0
BGC0000969_chondramide A	NRP:Cyclic depsipeptide,Polyketide:Other	T1PKS,NRPS	CO[C@H]1C(NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)CC(C)=C[C@H](C)[C@@H](C)OC1=O)C1=CC=C(O)C=C1	IEKCRWAFVYJECW-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Hybrid peptides	Hybrid peptides	Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0000970_chondrochloren A	NRP:,Polyketide:Other	T1PKS,NRPS-like	CCCC[C@@H](C)[C@H](O)[C@H](C)C(=O)C(\C)=C\[C@@H](OC)[C@@H](O)[C@@H](OC)C(=O)N\C=C/C1=CC=C(O)C(Cl)=C1	FYBGSKAWXCBCIQ-UHFFFAOYSA-N	Organic compounds	Benzenoids	Benzene and substituted derivatives	Styrenes	Styrenes			Polyketides	0
BGC0000971_cinnabaramide A	NRP:,Polyketide:Other	NRPS,T1PKS	[H][C@@]1(CCCC=C1)[C@H](O)[C@@]12NC(=O)[C@H](CCCCCC)[C@]1(C)OC2=O	KAZLTNBVAYOUNF-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Alpha amino acids and derivatives	Salinosporamides	γ-lactam-β-lactones	Amino acids and Peptides	0
BGC0000972_(R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide	NRP:,Polyketide:Other	NRPS,T1PKS	CCCCCCCCCCCCCC(N[C@@H](C(N[C@@H](C)CCC(C)=O)=O)CC(N)=O)=O	OESNGSQKCCZCKI-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Asparagine and derivatives	N-acyl amines	Fatty amides	Fatty acids	0
BGC0000972_N-myristoyl-D-asparagine	NRP:,Polyketide:Other	NRPS,T1PKS	CCCCCCCCCCCCCC(N[C@@H](C(O)=O)CC(N)=O)=O	XCYGCBVZSVXYON-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Asparagine and derivatives	N-acyl amines	Fatty amides	Fatty acids	0
BGC0000972_cis-7-tetradecenoyl-D-asparagine	NRP:,Polyketide:Other	NRPS,T1PKS	CCCCCCC=CCCCCCC(N[C@@H](C(O)=O)CC(N)=O)=O	DEZZKUXHZGMLCK-UHFFFAOYSA-N						N-acyl amines	Fatty amides	Fatty acids	0
BGC0000973_collismycin A	NRP:,Polyketide:Other	NRPS,T1PKS	COC1=C(/C(=C\N=O)/NC(=C1)C2=CC=CC=N2)SC	FXPSZLHFJDHOMI-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyridines and derivatives	Hydropyridines	Dihydropyridines	Pyridine alkaloids	Nicotinic acid alkaloids	Alkaloids	0
BGC0000974_crocacin	NRP:,Polyketide:	T1PKS,NRPS	COC(\C=C\C1=CC=CC=C1)C(C)C(OC)C(C)\C=C\C(\C)=C\C(=O)N\C=C/C\C=C/C(=O)NCC(=O)OC	XHTUDGVBJDVOEZ-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	N-acyl-alpha amino acids and derivatives			Polyketides	0
BGC0000975_cryptophycin-327	NRP:,Polyketide:	NRPS,T1PKS	COC1=C(Cl)C=C(C[C@H]2NC(=O)\C=C/C[C@H](OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)CNC2=O)[C@H](C)[C@H]2O[C@@H]2C2=CC=CC=C2)C=C1	PSNOPSMXOBPNNV-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Hybrid peptides	Hybrid peptides	Cryptophycins; Depsipeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0000976_curacin A	NRP:,Polyketide:	T1PKS,NRPS,T3PKS,PKS-like	CO[C@H](CC\C(C)=C\C=C\CC\C=C/[C@H]1CSC(=N1)[C@@H]1C[C@@H]1C)CC=C	LUEYTMPPCOCKBX-UHFFFAOYSA-N	Organic compounds	Organosulfur compounds	Imidothioesters	Imidothiolactones	Imidothiolactones	Open-chain polyketides	Linear polyketides	Polyketides	0
BGC0000977_cyclopiazonic acid	NRP:,Polyketide:	T1PKS,NRPS	CC(=O)C1=C([C@@H]2[C@@H]3[C@@H](CC4=C5C3=CNC5=CC=C4)C(N2C1=O)(C)C)O	SZINUGQCTHLQAZ-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Indoles	3-alkylindoles	Cyclopiazonic acid-tpye tetramate alkaloids	Tetramate alkaloids	Alkaloids; Amino acids and Peptides	0
BGC0000978_cylindrospermopsin	NRP:,Polyketide:Other,Alkaloid:	T1PKS,NRPS-like	C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O	LHJPHMKIGRLKDR-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyridopyrimidines		Pyridopyrimidines	Tricyclic guanidine alkaloids	Guanidine alkaloids	Alkaloids	0
BGC0000979_cylindrospermopsin	NRP:,Polyketide:	NRPS-like,T1PKS	C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O	LHJPHMKIGRLKDR-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyridopyrimidines		Pyridopyrimidines	Tricyclic guanidine alkaloids	Guanidine alkaloids	Alkaloids	0
BGC0000980_cylindrospermopsin	NRP:,Polyketide:	NRPS-like,T1PKS	C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O	LHJPHMKIGRLKDR-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyridopyrimidines		Pyridopyrimidines	Tricyclic guanidine alkaloids	Guanidine alkaloids	Alkaloids	0
BGC0000981_cylindrospermopsin	NRP:,Polyketide:	T1PKS,NRPS-like	C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O	LHJPHMKIGRLKDR-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyridopyrimidines		Pyridopyrimidines	Tricyclic guanidine alkaloids	Guanidine alkaloids	Alkaloids	0
BGC0000982_cystothiazole A	NRP:,Polyketide:	T1PKS,NRPS	CO[C@@H](\C=C\C1=CSC(=N1)C1=CSC(=N1)C(C)C)[C@@H](C)C(\OC)=C/C(=O)OC	LRTJMINIVSPVMX-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Azoles	Thiazoles	2,4-disubstituted thiazoles	Melithiazole and Myxothiazole derivatives	Linear polyketides	Amino acids and Peptides; Polyketides	0
BGC0000983_cytochalasin E	NRP:,Polyketide:Other	T1PKS,NRPS	[H][C@@]12O[C@]1(C)[C@@H](C)[C@@]1([H])[C@H](CC3=CC=CC=C3)NC(=O)[C@]11OC(=O)O\C=C\[C@@](C)(O)C(=O)[C@@H](C)C\C=C\[C@@]21[H]	LAJXCUNOQSHRJO-UHFFFAOYSA-N	Organic compounds	Alkaloids and derivatives	Cytochalasans		Cytochalasans	Cytochalasan alkaloids	Pseudoalkaloids	Alkaloids	0
BGC0000983_cytochalasin K	NRP:,Polyketide:Other	T1PKS,NRPS	[H][C@]12[C@H](CC3=CC=CC=C3)NC(=O)[C@]11C(=O)\C=C\C(=O)[C@H](OC(C)=O)\C(C)=C\[C@@H](C)C\C=C\[C@@]1([H])[C@@H]1O[C@]1(C)[C@H]2C	AZWOSJCABFILKS-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolactams		Macrolactams	Cytochalasan alkaloids	Pseudoalkaloids	Alkaloids	0
BGC0000984_delftibactin A	NRP:,Polyketide:	NRPS,T1PKS	C/C=C(/C(=O)NC(CCCN(C=O)O)C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC1CCCN(C1=O)O)\NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(C(=O)O)O)NC(=O)C(C)C(C(C)N)O	GCNNBBXYZHJYOR-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Hybrid peptides	Hybrid peptides	Linear peptides	Oligopeptides	Amino acids and Peptides	0
